Concept_A	Concept_B	Annotator_1	Annotator_2	Annotator_3	Annotator_4	Annotator_5	Annotator_6	Annotator_7	Annotator_8	Annotator_9	Annotator_10	Annotator_11	Annotator_12	Annotator_13
Parametric_polymorphism	Exception_handling	3				3					3			
Knowledge_representation_and_reasoning	Logic	1				1					3			
Object-oriented_programming	Data	1				1					3			
Distributed_computing	Mutual_exclusion	1				1					4			
Parallel_computing	Compiler	3				1					3			
Mathematics	Formal_language	2				2					3			
Parametric_polymorphism	C++	3				2					2			
Computer_network	Data	1				1					3			
Complexity_class	Recursively_enumerable_set	1				2					4			
Central_processing_unit	Computer_architecture	1				2					1			
Relational_database_management_system	SQL	2				2					2			
Algorithm_design	Analysis_of_algorithms	1				1					1			
Operating_system	System_programming	2				2					2			
Formal_methods	Analysis_of_algorithms	1				1					3			
Computational_geometry	Randomized_algorithm	3				1					3			
Central_processing_unit	Array_data_structure	3				2					3			
Combinatorics	Python_(programming_language)	3				2					3			
Haskell_(programming_language)	Scope_(computer_science)	3				1					1			
Machine_learning	Support_vector_machine	2				2					2			
User_interface	Computer	1				1					1			
Bayesian_probability	Probability	1				1					1			
Machine_translation	Algorithm	1				1					4			
Programmer	Automatic_programming	3				2					3			
Knowledge	Artificial_intelligence	3				2					2			
Computer_vision	Digital_image_processing	3				1					2			
Turing_machine	Regular_language	2				2					3			
Symmetric_multiprocessing	Concurrent_computing	3				1					2			
Algorithm_design	Algorithm	1				1					1			
Calculus	Probability_theory	3				2					4			
Database	Relational_algebra	3				1					3			
Computer_science	Recursion	3				2					2			
Sequence_alignment	Dynamic_programming	1				2					3			
Artificial_intelligence	Logic	1				1					3			
Artificial_intelligence	Graph_theory	1				1					3			
Robotics	Speech_recognition	1				1					3			
Computer	Data	3				1					2			
Graph_coloring	Dynamic_programming	1				3					1			
Physics	Probability	3				1					3			
Memory_hierarchy	Computer_programming	3				2					3			
Concurrency_control	Relational_model	3				3					4			
Natural_language	Machine_translation	2				2					2			
Ordinary_differential_equation	Mathematical_optimization	3				1					4			
Computer_graphics	Computer	1				1					1			
Mathematics	Reason	3				1					2			
Linguistics	Semantics	3				2					2			
Concurrency_(computer_science)	Computation	1				1					1			
Logic_programming	Software_development	3				2					3			
Computer_network	Internetworking	2				2					2			
Concurrency_control	Transaction_processing	2				2					2			
Imperative_programming	Functional_programming	3				2					3			
Digital_signature	Modular_arithmetic	1				3					3			
Time_complexity	Turing_machine	1				1					3			
Randomization	Statistical_inference	3				2					3			
Computer	Combinational_logic	3				2					3			
Graphical_user_interface	C_(programming_language)	3				3					3			
Computer_architecture	Digital_electronics	3				2					3			
Mechanical_engineering	Robotics	2				2					2			
Procedural_programming	Computer_science	1				1					1			
Computational_geometry	Discrete_mathematics	1				3					3			
Coding_theory	Theoretical_computer_science	3				1					1			
World_Wide_Web	Computer_programming	3				1					3			
Ordinary_differential_equation	Finite_difference	3				1					3			
ML_(programming_language)	C++	3				3					3			
Artificial_intelligence	Machine_learning	2				2					2			
Computation	Turing_machine	2				2					2			
Computational_chemistry	Data_structure	3				1					3			
Mathematical_optimization	Numerical_analysis	3				2					4			
Java_(programming_language)	Hash_table	3				1					3			
Combinatorics	Mathematical_induction	3				1					3			
Personal_computer	Image	3				2					3			
Algorithm	Theoretical_computer_science	1				2					1			
Control_flow	Scope_(computer_science)	3				1					1			
Parsing	Programming_language	1				1					1			
Relational_database	Computer_science	1				1					1			
Stochastic_process	Random_variable	1				1					3			
Scope_(computer_science)	Modular_programming	3				2					2			
World_Wide_Web	Computer	1				1					3			
Gradient_descent	Algorithm	1				1					1			
Computer_network	Channel_(communications)	3				2					2			
Linear_algebra	Matrix_(mathematics)	1				1					3			
Concurrency_(computer_science)	Computer_science	1				1					1			
Computer_architecture	Microcode	3				2					4			
Cryptanalysis	Information_theory	3	3						1					
Computer_science	Functional_programming	2	2						1					
Constraint_satisfaction	C++	3	3						3					
Object-oriented_programming	Graph_theory	3	3						3					
Prolog	Data_structure	3	3						1					
Programming_language	Computer_science	1	1						2					
Computer_animation	Computer_graphics	1	1						1					
Cryptanalysis	Information_security	1	3						1					
Programming_language	Computer_programming	1	1						2					
Algorithm	Logic_programming	3	3						2					
Combinatorics	Compiler	3	3						3					
Medicine	Cluster_analysis	3	3						3					
Expectation-maximization_algorithm	Machine_learning	2	1						2					
Natural_language_processing	Data_mining	3	1						3					
Assembly_language	Programming_paradigm	3	3						1					
OSI_model	Remote_procedure_call	3	3						3					
Robotics	Computational_complexity_theory	3	3						1					
Database	Computer_software	3	3						1					
Object-oriented_programming	Procedural_programming	3	3						1					
Assembly_language	Object-oriented_programming	3	3						3					
Algorithm	Computer_science	1	1						1					
Theory_of_computation	Graph_theory	3	3						3					
Compiler	Computer_programming	1	1						3					
Database	Combinatorics	3	3						3					
Abstraction_(computer_science)	Software_engineering	3	3						2					
Architecture	Mathematics	3	3						1					
Number_theory	Combinatorics	3	3						3					
Support_vector_machine	Algorithm	1	3						1					
Computer_architecture	Instruction_pipeline	3	2						2					
Internet	Programming_language	3	3						3					
Robotics	Computer_programming	1	1						1					
Polynomial	Mathematics	1	1						1					
Graphical_model	Probability	1	1						1					
Linked_list	Array_data_structure	3	3						1					
File_system	Computer_network	3	3						3					
Data_structure	Automata_theory	3	3						3					
Configuration_management	Software_development	3	3						2					
Database	Algorithm_design	1	3						1					
Algorithm	Neural_network	2	3						2					
PSPACE	Turing_machine	1	3						1					
Analysis_of_algorithms	Mathematics	1	1						1					
Parsing	Artificial_intelligence	3	3						3					
Computer_science	Object-oriented_programming	2	2						2					
Simulation	Computer_science	3	1						3					
Database	Parallel_computing	3	3						1					
Analysis_of_algorithms	Graph_theory	1	3						1					
Logic	Computer_programming	3	2						2					
Index_(database)	Computer_science	1	1						1					
Economics	Linear_programming	3	3						4					
Programming_paradigm	Functional_programming	2	3						2					
Turing_machine	Finite-state_machine	3	1						1					
Numerical_analysis	Parallel_computing	3	3						3					
Ordinary_differential_equation	Mathematics	1	1						1					
Compiler	Automatic_programming	3	2						3					
Linear_programming	Matrix_(mathematics)	1	1						1					
Regular_expression	Java_(programming_language)	3	3						3					
Parsing	Natural_language	1	1						3					
NP-complete	Shortest_path_problem	3	3						3					
Computational_geometry	Cryptography	3	3						3					
Parallel_computing	CPU_cache	3	3						3					
Scripting_language	Computer	1	1						3					
Computer_science	Logic_programming	2	2						2					
Mathematics	Uncertainty	3	2						3					
Numerical_analysis	Polynomial	1	1						1					
Information_retrieval	Database	3	1						2					
Graph_theory	Computer_science	1	3						3					
User_interface	Software_engineering	1	3						3					
Input/output	Virtual_memory	3	3						3					
Index_(database)	Distributed_database	3	2						2					
Computer_architecture	Assembly_language	3	2						3					
Probability_theory	Mathematical_proof	3	3						1					
Parsing	Formal_grammar	1	1						1					
Relational_database_management_system	Relational_algebra	1	1						1					
Approximation_algorithm	NP-complete	1	3						3					
Denotational_semantics	Formal_verification	3	3						3					
Programming_language	Combinatorics	3	3						3					
Database	Object-oriented_programming	3	3						3					
SQL	Control_flow	3	3						3					
Lisp_(programming_language)	Object-oriented_programming	3	3						3					
Hardware_description_language	Parallel_computing	3	3						1					
Concurrency_control	Number_theory	3	3						3					
Aerospace	Artificial_intelligence	3	3						3					
Data_mining	Analysis_of_algorithms	1	3						3					
Object-oriented_programming	Structured_programming	3	1						1					
Functional_programming	Generic_programming	3	1						1					
Interactivity	Computer_science	1	1						3					
Inheritance_(object-oriented_programming)	Scope_(computer_science)	3	1						3					
Memory_hierarchy	Assembly_language	3	3						3					
Graph_(mathematics)	Random_variable	3	3						3					
Routing	Computer_network	1	1						1					
OSI_model	Object_(computer_science)	3	3						3					
Calculus	Mathematical_induction	3	3						3					
Cryptographic_hash_function	Information_security	1	1						2					
Statistics	Mathematical_optimization	3	3						3					
Database_management_system	Computer	1	1						1					
Algorithm	Fast_Fourier_transform	2	2						2					
Linear	Least_squares	2	3						3					
Database_management_system	Algorithm_design	1	3						3					
Computer_science	Mathematical_model	3	3						3					
Logic	Propositional_calculus	2	2						2					
Entropy	Probability	1	1						3					
Combinatorics	Algebra	1	1						3					
C_(programming_language)	Programming_language	1	1						1					
Information_retrieval	Machine_learning	3	1						4					
Computational_complexity_theory	Algorithm	1	1						2					
Finite_difference	Polynomial	1	1						4					
Speech_recognition	Artificial_intelligence	1	1						1					
Compiler	Functional_programming	3	3						2					
Finite_difference	Recurrence_relation	3	3						4					
Parametric_polymorphism	Object-oriented_programming	3	3						3					
Error_detection_and_correction	Digital_electronics	3	1						3					
Time_complexity	NP-complete	2	2						2					
Cryptography	Email	3	3						3					
SQL	Graph_theory	3	3						3					
Numerical_analysis	Computational_complexity_theory	3	3						1					
Natural_language	Knowledge_representation_and_reasoning	3	2						4					
Fourier_analysis	Number_theory	3	3						3					
Computing	Programming_language	2	2						2					
Randomness	Statistical_inference	2	2						2					
Context-free_language	Computability	1	3						3					
Functional_programming	Recursion	3	1						1					
Operating_system	Kernel_(computing)	2	2						2					
JavaScript	Graphical_user_interface	3	3						3					
Computational_complexity_theory	Programming_language	3	3						3					
Web_browser	Java_(programming_language)	3	3						3					
Speech_recognition	Software_engineering	3	3						3					
Statistics	Stochastic_process	2	3						3					
Perl	Computer	1	1						3					
Unix	Object-oriented_programming	3	3						3					
C++	Compiler	3	3						3					
Graph_theory	Data_structure	3	3						3					
Software_engineering	Graph_theory	3	3						3					
XML	Computer	3	1						3					
User_interface	Combinatorics	3	3						3					
Computer_programming	Algorithm	1	2						1					
Feature_extraction	MATLAB	3	3						3					
Data_mining	Machine_learning	3	3						1					
Artificial_intelligence	Algorithm	1	1						1					
Algorithm	Infinity	3	1						3					
Transaction_processing	Concurrency_control	1	1						1					
